task_id,task_code,project_id,assigned_user_id,task_name,task_status,priority,created_date,due_date,completed_date
330,TSK00330,14,9,Deploy Application,completed,medium,2024-11-22,2024-12-10,2024-12-04
331,TSK00331,14,33,Design User Interface,completed,high,2024-12-02,2025-01-11,2024-12-16
332,TSK00332,14,11,Create Dashboard,in progress,high,2024-11-12,2024-12-03,
333,TSK00333,14,58,Fix Bugs,completed,high,2024-11-19,2024-12-12,2024-12-06
334,TSK00334,14,18,Develop API,completed,medium,2024-11-14,2024-12-30,2024-12-02
335,TSK00335,14,42,Develop API,pending,medium,2024-11-25,2025-01-08,
336,TSK00336,14,40,Security Testing,pending,medium,2024-11-12,2024-12-25,
337,TSK00337,14,6,Design User Interface,completed,high,2024-11-09,2025-01-04,2024-11-10
338,TSK00338,14,14,Security Testing,in progress,medium,2024-11-26,2025-01-12,
339,TSK00339,14,41,Deploy Application,in progress,medium,2024-11-08,2024-12-04,
340,TSK00340,14,52,Write Documentation,pending,medium,2024-11-23,2024-12-04,
341,TSK00341,14,29,Write Documentation,pending,medium,2024-11-30,2024-12-20,
342,TSK00342,14,56,Create Dashboard,completed,high,2024-11-18,2024-12-17,2024-11-29
343,TSK00343,14,24,Deploy Application,pending,medium,2024-11-20,2024-12-17,
344,TSK00344,14,18,Optimize Performance,in progress,medium,2024-11-15,2024-11-28,
345,TSK00345,14,25,Security Testing,in progress,medium,2024-11-09,2024-11-26,
346,TSK00346,14,37,Create Dashboard,in progress,low,2024-12-04,2024-12-21,
347,TSK00347,14,32,Fix Bugs,completed,medium,2024-11-23,2024-12-05,2024-12-08
348,TSK00348,14,16,Testing Module,in progress,medium,2024-11-20,2024-11-30,
349,TSK00349,14,39,Optimize Performance,in progress,medium,2024-11-09,2024-11-16,
350,TSK00350,14,9,Fix Bugs,pending,high,2024-12-05,2025-01-29,
351,TSK00351,14,26,Design User Interface,in progress,medium,2024-11-20,2024-12-09,
352,TSK00352,14,5,Write Documentation,in progress,medium,2024-11-19,2025-01-13,
353,TSK00353,14,40,Security Testing,in progress,low,2024-11-25,2024-12-08,
354,TSK00354,14,22,Deploy Application,in progress,high,2024-11-20,2025-01-14,
355,TSK00355,14,33,Write Documentation,pending,medium,2024-11-12,2024-11-21,
356,TSK00356,14,22,Optimize Performance,pending,medium,2024-11-09,2024-11-25,
357,TSK00357,14,21,Security Testing,completed,medium,2024-11-27,2024-12-29,2024-12-02
358,TSK00358,14,38,Create Dashboard,completed,medium,2024-11-27,2025-01-05,2024-12-07
359,TSK00359,15,31,Design User Interface,completed,medium,2024-12-22,2025-02-10,2025-01-01
360,TSK00360,15,20,Design User Interface,completed,medium,2024-12-10,2025-01-02,2024-12-29
361,TSK00361,15,37,Testing Module,completed,high,2024-12-27,2025-02-09,2025-01-15
362,TSK00362,15,41,Security Testing,pending,high,2024-12-22,2025-01-22,
363,TSK00363,15,3,Security Testing,completed,high,2024-12-11,2024-12-25,2024-12-19
364,TSK00364,15,21,Write Documentation,pending,low,2024-12-13,2025-02-02,
365,TSK00365,15,50,Security Testing,in progress,high,2024-12-13,2025-02-05,
366,TSK00366,15,9,Deploy Application,pending,medium,2024-12-30,2025-01-26,
367,TSK00367,15,25,Create Dashboard,in progress,critical,2024-12-28,2025-02-02,
368,TSK00368,15,35,Create Dashboard,in progress,medium,2025-01-05,2025-02-27,
369,TSK00369,15,40,Optimize Performance,completed,low,2024-12-28,2025-01-19,2025-01-06
370,TSK00370,15,15,Fix Bugs,in progress,high,2024-12-15,2025-02-05,
371,TSK00371,15,21,Optimize Performance,completed,medium,2024-12-13,2025-02-08,2024-12-29
372,TSK00372,15,8,Security Testing,in progress,medium,2024-12-30,2025-01-30,
373,TSK00373,15,50,Develop API,completed,medium,2025-01-04,2025-01-29,2025-01-16
374,TSK00374,15,60,Optimize Performance,pending,medium,2024-12-29,2025-02-21,
375,TSK00375,15,53,Deploy Application,pending,medium,2024-12-22,2025-02-02,
376,TSK00376,15,7,Security Testing,in progress,high,2024-12-29,2025-01-20,
377,TSK00377,15,58,Deploy Application,pending,medium,2024-12-14,2025-01-04,
378,TSK00378,15,22,Optimize Performance,pending,low,2024-12-08,2025-02-02,
379,TSK00379,15,36,Develop API,pending,medium,2024-12-11,2025-01-17,
380,TSK00380,15,21,Fix Bugs,completed,medium,2024-12-22,2025-02-16,2025-01-01
381,TSK00381,15,35,Design User Interface,completed,high,2024-12-09,2024-12-27,2024-12-17
382,TSK00382,15,60,Design User Interface,completed,critical,2024-12-20,2025-01-21,2024-12-26
383,TSK00383,15,60,Fix Bugs,in progress,high,2025-01-01,2025-01-08,
384,TSK00384,15,7,Create Dashboard,in progress,medium,2024-12-16,2025-02-02,
385,TSK00385,15,57,Develop API,in progress,high,2024-12-24,2025-01-29,
386,TSK00386,16,71,Optimize Performance,completed,medium,2024-09-19,2024-11-10,2024-09-30
387,TSK00387,16,82,Fix Bugs,pending,medium,2024-09-18,2024-11-12,
388,TSK00388,16,86,Write Documentation,pending,medium,2024-09-19,2024-10-01,
389,TSK00389,16,69,Optimize Performance,completed,medium,2024-09-25,2024-10-17,2024-10-01
390,TSK00390,16,76,Optimize Performance,in progress,high,2024-09-13,2024-10-11,
391,TSK00391,16,61,Fix Bugs,in progress,medium,2024-09-22,2024-11-12,
392,TSK00392,16,68,Optimize Performance,pending,medium,2024-09-20,2024-10-22,
393,TSK00393,16,80,Create Database Schema,in progress,medium,2024-10-04,2024-10-29,
394,TSK00394,16,69,Optimize Performance,completed,low,2024-09-24,2024-11-17,2024-10-02
395,TSK00395,16,91,Deploy Application,in progress,high,2024-10-02,2024-11-30,
396,TSK00396,16,66,Deploy Application,completed,medium,2024-09-19,2024-11-10,2024-10-09
397,TSK00397,16,68,Design User Interface,pending,high,2024-09-24,2024-11-02,
398,TSK00398,16,70,Develop API,in progress,medium,2024-09-19,2024-10-29,
399,TSK00399,16,74,Security Testing,pending,medium,2024-09-27,2024-11-05,
400,TSK00400,16,69,Deploy Application,completed,medium,2024-09-27,2024-11-09,2024-10-12
401,TSK00401,16,80,Design User Interface,in progress,medium,2024-09-14,2024-11-12,
402,TSK00402,16,65,Design User Interface,completed,medium,2024-09-13,2024-11-03,2024-10-02
403,TSK00403,16,64,Create Database Schema,in progress,critical,2024-09-15,2024-10-22,
404,TSK00404,17,69,Write Documentation,in progress,medium,2024-10-28,2024-11-28,
405,TSK00405,17,85,Create Database Schema,completed,medium,2024-11-02,2024-12-21,2024-11-15
406,TSK00406,17,83,Create Database Schema,in progress,low,2024-11-15,2024-12-26,
407,TSK00407,17,75,Design User Interface,in progress,high,2024-10-31,2024-11-26,
408,TSK00408,17,88,Deploy Application,completed,medium,2024-11-02,2024-11-23,2024-11-20
409,TSK00409,17,70,Fix Bugs,in progress,low,2024-10-26,2024-12-18,
410,TSK00410,17,87,Security Testing,pending,high,2024-11-12,2024-11-20,
411,TSK00411,17,67,Security Testing,pending,low,2024-10-26,2024-12-10,
412,TSK00412,17,76,Design User Interface,completed,medium,2024-11-09,2024-11-30,2024-11-11
413,TSK00413,17,64,Develop API,pending,medium,2024-11-05,2024-11-30,
414,TSK00414,17,81,Security Testing,completed,medium,2024-10-26,2024-12-15,2024-11-14
415,TSK00415,18,70,Deploy Application,pending,medium,2024-03-29,2024-04-24,
416,TSK00416,18,72,Write Documentation,pending,medium,2024-03-27,2024-04-06,
417,TSK00417,18,81,Write Documentation,completed,medium,2024-03-30,2024-04-25,2024-04-12
418,TSK00418,18,91,Testing Module,pending,high,2024-03-31,2024-04-26,
419,TSK00419,18,64,Deploy Application,completed,medium,2024-04-15,2024-05-18,2024-04-30
420,TSK00420,18,85,Testing Module,in progress,medium,2024-04-05,2024-05-03,
421,TSK00421,18,89,Create Dashboard,pending,low,2024-04-08,2024-05-31,
422,TSK00422,18,78,Write Documentation,pending,medium,2024-04-14,2024-05-29,
423,TSK00423,18,74,Optimize Performance,completed,medium,2024-03-20,2024-04-17,2024-03-27
424,TSK00424,18,74,Testing Module,completed,critical,2024-03-28,2024-04-11,2024-03-29
425,TSK00425,18,76,Security Testing,completed,high,2024-04-11,2024-05-13,2024-04-27
426,TSK00426,18,81,Fix Bugs,pending,medium,2024-04-17,2024-05-28,
427,TSK00427,18,77,Create Dashboard,in progress,medium,2024-04-08,2024-05-16,
428,TSK00428,18,91,Create Dashboard,pending,high,2024-04-02,2024-05-02,
429,TSK00429,18,75,Develop API,in progress,low,2024-03-29,2024-05-10,
430,TSK00430,18,87,Fix Bugs,in progress,low,2024-04-17,2024-05-15,
431,TSK00431,18,76,Optimize Performance,in progress,medium,2024-03-26,2024-05-15,
432,TSK00432,18,92,Optimize Performance,in progress,medium,2024-03-29,2024-05-21,
433,TSK00433,18,69,Deploy Application,in progress,medium,2024-04-13,2024-05-24,
434,TSK00434,18,63,Create Database Schema,completed,high,2024-04-08,2024-05-27,2024-04-25
435,TSK00435,18,69,Testing Module,completed,low,2024-03-20,2024-04-05,2024-04-03
436,TSK00436,18,90,Create Dashboard,pending,low,2024-03-19,2024-05-05,
437,TSK00437,18,92,Design User Interface,completed,low,2024-04-09,2024-05-21,2024-04-25
438,TSK00438,18,78,Deploy Application,pending,critical,2024-04-01,2024-04-09,
439,TSK00439,18,72,Create Database Schema,completed,high,2024-04-04,2024-05-14,2024-04-18
440,TSK00440,18,77,Create Dashboard,pending,medium,2024-03-23,2024-04-24,
441,TSK00441,18,86,Optimize Performance,in progress,medium,2024-03-21,2024-05-11,
442,TSK00442,18,66,Design User Interface,in progress,low,2024-03-26,2024-04-26,
443,TSK00443,18,64,Design User Interface,in progress,high,2024-03-31,2024-04-12,
444,TSK00444,18,67,Deploy Application,completed,high,2024-04-03,2024-04-24,2024-04-14
445,TSK00445,18,91,Fix Bugs,completed,low,2024-03-25,2024-04-05,2024-04-13
446,TSK00446,18,63,Develop API,completed,high,2024-04-09,2024-05-06,2024-04-27
447,TSK00447,18,70,Write Documentation,completed,high,2024-03-19,2024-04-14,2024-04-07
448,TSK00448,18,85,Deploy Application,in progress,medium,2024-03-24,2024-05-18,
449,TSK00449,18,66,Deploy Application,pending,high,2024-04-11,2024-05-10,
450,TSK00450,18,75,Create Database Schema,pending,medium,2024-03-20,2024-05-15,
451,TSK00451,19,81,Design User Interface,in progress,medium,2023-12-29,2024-02-24,
452,TSK00452,19,83,Deploy Application,in progress,high,2023-12-24,2024-01-27,
453,TSK00453,19,66,Security Testing,completed,medium,2023-12-15,2024-01-06,2023-12-28
454,TSK00454,19,78,Develop API,pending,medium,2024-01-01,2024-02-27,
455,TSK00455,19,85,Create Dashboard,pending,medium,2023-12-30,2024-01-11,
456,TSK00456,19,84,Fix Bugs,completed,low,2023-12-10,2023-12-22,2023-12-25
457,TSK00457,19,87,Create Database Schema,in progress,low,2023-12-15,2024-01-13,
458,TSK00458,19,81,Write Documentation,pending,low,2023-12-27,2024-01-29,
459,TSK00459,19,76,Security Testing,completed,medium,2023-12-22,2024-02-10,2024-01-09
460,TSK00460,19,78,Fix Bugs,pending,medium,2023-12-22,2024-01-07,
461,TSK00461,19,78,Write Documentation,pending,medium,2023-12-12,2024-02-07,
462,TSK00462,19,76,Optimize Performance,in progress,medium,2023-12-12,2023-12-31,
463,TSK00463,19,80,Design User Interface,pending,high,2023-12-24,2024-01-21,
464,TSK00464,19,89,Create Dashboard,completed,medium,2024-01-05,2024-03-04,2024-01-16
465,TSK00465,19,69,Fix Bugs,completed,medium,2024-01-06,2024-02-26,2024-01-26
466,TSK00466,19,72,Write Documentation,in progress,critical,2023-12-16,2024-01-10,
467,TSK00467,19,76,Create Dashboard,completed,medium,2024-01-02,2024-03-01,2024-01-18
468,TSK00468,19,68,Security Testing,in progress,low,2024-01-04,2024-02-14,
469,TSK00469,19,62,Optimize Performance,completed,high,2023-12-15,2024-01-04,2024-01-02
470,TSK00470,19,87,Optimize Performance,completed,low,2023-12-24,2024-01-19,2023-12-27
471,TSK00471,19,70,Write Documentation,in progress,high,2023-12-17,2023-12-28,
472,TSK00472,19,86,Deploy Application,completed,medium,2023-12-24,2024-02-13,2024-01-09
473,TSK00473,19,84,Deploy Application,in progress,medium,2023-12-23,2024-01-04,
474,TSK00474,19,71,Security Testing,completed,low,2023-12-13,2024-01-30,2023-12-25
475,TSK00475,19,88,Create Database Schema,completed,low,2023-12-31,2024-01-23,2024-01-11
476,TSK00476,19,75,Optimize Performance,in progress,medium,2023-12-17,2024-01-22,
477,TSK00477,19,70,Create Dashboard,completed,critical,2024-01-03,2024-02-09,2024-01-20
478,TSK00478,19,66,Create Database Schema,in progress,high,2023-12-13,2024-02-04,
479,TSK00479,19,82,Optimize Performance,in progress,high,2023-12-14,2024-01-23,
480,TSK00480,20,89,Optimize Performance,in progress,medium,2024-04-25,2024-05-21,
481,TSK00481,20,62,Create Dashboard,completed,medium,2024-04-15,2024-06-04,2024-04-19
482,TSK00482,20,76,Deploy Application,pending,low,2024-05-09,2024-05-26,
483,TSK00483,20,90,Testing Module,in progress,high,2024-04-24,2024-06-10,
484,TSK00484,20,88,Write Documentation,pending,low,2024-04-19,2024-06-04,
485,TSK00485,20,88,Write Documentation,pending,low,2024-05-12,2024-06-01,
486,TSK00486,20,65,Security Testing,in progress,low,2024-04-20,2024-05-31,
487,TSK00487,20,73,Optimize Performance,in progress,low,2024-04-19,2024-06-07,
488,TSK00488,20,81,Security Testing,in progress,medium,2024-05-11,2024-06-12,
489,TSK00489,20,83,Optimize Performance,pending,medium,2024-05-02,2024-06-30,
490,TSK00490,20,66,Develop API,completed,medium,2024-05-05,2024-05-27,2024-05-15
491,TSK00491,20,84,Develop API,pending,medium,2024-04-23,2024-05-26,
492,TSK00492,20,85,Write Documentation,pending,low,2024-05-03,2024-06-19,
493,TSK00493,20,71,Optimize Performance,completed,medium,2024-05-01,2024-05-19,2024-05-07
494,TSK00494,20,64,Create Dashboard,completed,critical,2024-04-24,2024-06-01,2024-05-14
495,TSK00495,20,85,Deploy Application,pending,medium,2024-04-18,2024-05-26,
496,TSK00496,20,89,Optimize Performance,completed,low,2024-04-27,2024-06-09,2024-05-11
497,TSK00497,20,79,Design User Interface,completed,medium,2024-04-14,2024-05-25,2024-04-22
498,TSK00498,20,90,Security Testing,pending,high,2024-04-23,2024-06-18,
499,TSK00499,20,68,Security Testing,in progress,low,2024-04-29,2024-06-24,
500,TSK00500,20,63,Optimize Performance,completed,medium,2024-05-01,2024-06-04,2024-05-13
501,TSK00501,20,80,Design User Interface,completed,medium,2024-04-17,2024-05-16,2024-04-25
502,TSK00502,20,68,Testing Module,completed,medium,2024-05-11,2024-07-04,2024-05-26
503,TSK00503,20,88,Develop API,completed,medium,2024-05-02,2024-06-28,2024-05-22
504,TSK00504,20,83,Deploy Application,completed,medium,2024-04-20,2024-05-31,2024-04-22
505,TSK00505,21,102,Security Testing,completed,medium,2024-07-23,2024-08-31,2024-08-02
506,TSK00506,21,97,Write Documentation,completed,high,2024-08-10,2024-09-03,2024-08-14
507,TSK00507,21,100,Develop API,completed,high,2024-08-09,2024-10-08,2024-08-14
508,TSK00508,21,108,Develop API,completed,medium,2024-07-20,2024-08-13,2024-08-02
509,TSK00509,21,107,Create Database Schema,in progress,medium,2024-08-02,2024-09-27,
510,TSK00510,21,116,Fix Bugs,in progress,medium,2024-07-15,2024-08-14,
511,TSK00511,21,111,Design User Interface,completed,high,2024-07-27,2024-09-18,2024-08-07
512,TSK00512,21,113,Create Dashboard,completed,high,2024-07-15,2024-09-10,2024-07-30
513,TSK00513,21,123,Write Documentation,in progress,high,2024-07-30,2024-09-06,
514,TSK00514,21,102,Create Dashboard,in progress,medium,2024-07-21,2024-08-05,
515,TSK00515,21,121,Design User Interface,completed,low,2024-07-31,2024-09-16,2024-08-11
516,TSK00516,21,96,Develop API,completed,medium,2024-08-07,2024-08-14,2024-08-08
517,TSK00517,21,115,Develop API,pending,high,2024-07-26,2024-08-21,
518,TSK00518,21,95,Create Dashboard,completed,medium,2024-07-18,2024-08-17,2024-07-27
519,TSK00519,21,94,Write Documentation,completed,medium,2024-08-03,2024-09-25,2024-08-09
520,TSK00520,22,113,Create Database Schema,pending,high,2025-01-11,2025-01-18,
521,TSK00521,22,97,Security Testing,in progress,medium,2024-12-24,2025-02-12,
522,TSK00522,22,115,Create Dashboard,pending,high,2025-01-01,2025-02-04,
523,TSK00523,22,95,Testing Module,pending,medium,2025-01-09,2025-03-03,
524,TSK00524,22,103,Create Dashboard,pending,high,2025-01-12,2025-01-27,
525,TSK00525,22,113,Develop API,completed,low,2024-12-30,2025-02-11,2025-01-04
526,TSK00526,22,107,Create Dashboard,completed,high,2024-12-18,2025-02-03,2024-12-24
527,TSK00527,22,106,Security Testing,pending,medium,2025-01-10,2025-01-30,
528,TSK00528,22,117,Create Database Schema,completed,medium,2024-12-20,2025-01-20,2024-12-25
529,TSK00529,22,118,Develop API,completed,medium,2024-12-29,2025-02-15,2025-01-09
530,TSK00530,22,112,Security Testing,pending,high,2024-12-20,2025-01-14,
531,TSK00531,22,120,Fix Bugs,completed,medium,2025-01-11,2025-02-25,2025-01-12
532,TSK00532,22,105,Fix Bugs,pending,medium,2025-01-03,2025-03-01,
533,TSK00533,22,108,Write Documentation,completed,low,2025-01-15,2025-02-22,2025-01-23
534,TSK00534,22,109,Design User Interface,in progress,critical,2025-01-07,2025-02-03,
535,TSK00535,22,119,Security Testing,in progress,medium,2024-12-22,2025-02-01,
536,TSK00536,22,108,Create Database Schema,pending,low,2025-01-08,2025-01-19,
537,TSK00537,22,94,Design User Interface,in progress,high,2024-12-18,2025-01-19,
538,TSK00538,22,115,Deploy Application,in progress,high,2025-01-03,2025-02-06,
539,TSK00539,22,113,Deploy Application,in progress,medium,2025-01-09,2025-01-25,
540,TSK00540,22,95,Deploy Application,pending,high,2024-12-26,2025-02-22,
541,TSK00541,22,105,Security Testing,in progress,medium,2024-12-22,2025-02-20,
542,TSK00542,22,102,Write Documentation,completed,high,2025-01-07,2025-01-29,2025-01-10
543,TSK00543,22,122,Write Documentation,pending,low,2024-12-19,2025-02-03,
544,TSK00544,22,114,Develop API,pending,low,2025-01-06,2025-02-27,
545,TSK00545,22,108,Create Dashboard,completed,medium,2024-12-22,2025-02-17,2024-12-28
546,TSK00546,22,104,Develop API,completed,high,2025-01-13,2025-02-06,2025-01-19
547,TSK00547,22,103,Write Documentation,completed,medium,2025-01-10,2025-01-21,2025-01-11
548,TSK00548,22,113,Create Database Schema,completed,medium,2024-12-26,2025-02-03,2025-01-14
549,TSK00549,22,120,Security Testing,pending,low,2024-12-29,2025-01-15,
550,TSK00550,22,114,Create Database Schema,completed,medium,2024-12-26,2025-02-03,2025-01-14
551,TSK00551,22,120,Design User Interface,pending,medium,2024-12-18,2025-01-24,
552,TSK00552,23,122,Design User Interface,completed,medium,2025-04-18,2025-06-09,2025-04-24
553,TSK00553,23,103,Testing Module,completed,medium,2025-04-29,2025-06-21,2025-05-07
554,TSK00554,23,95,Security Testing,in progress,medium,2025-04-16,2025-05-25,
555,TSK00555,23,100,Deploy Application,completed,critical,2025-04-27,2025-05-29,2025-05-03
556,TSK00556,23,117,Fix Bugs,completed,medium,2025-04-08,2025-05-20,2025-04-18
557,TSK00557,23,99,Fix Bugs,pending,medium,2025-04-20,2025-05-16,
558,TSK00558,23,104,Security Testing,completed,critical,2025-04-29,2025-06-24,2025-05-14
559,TSK00559,23,121,Deploy Application,pending,high,2025-04-30,2025-05-22,
560,TSK00560,23,106,Design User Interface,pending,medium,2025-04-10,2025-05-09,
561,TSK00561,23,123,Create Dashboard,completed,low,2025-04-26,2025-06-14,2025-04-27
562,TSK00562,23,96,Testing Module,completed,medium,2025-04-18,2025-05-10,2025-04-28
563,TSK00563,23,94,Develop API,in progress,high,2025-04-19,2025-05-01,
564,TSK00564,23,106,Create Dashboard,completed,medium,2025-04-07,2025-05-31,2025-04-24
565,TSK00565,23,109,Develop API,in progress,medium,2025-04-08,2025-05-10,
566,TSK00566,23,94,Write Documentation,in progress,medium,2025-04-08,2025-04-23,
567,TSK00567,23,120,Create Dashboard,in progress,high,2025-04-13,2025-05-15,
